timestamp,open,high,low,close,volume
2025-09-30T04:00:00+00:00,114430.7,114430.7,113644.4,113780.0,158.11313895
2025-09-30T08:00:00+00:00,113780.0,113780.0,112764.3,113105.2,271.88648177
2025-09-30T12:00:00+00:00,113105.2,113703.1,112979.8,113137.3,163.29110462
2025-09-30T16:00:00+00:00,113137.4,114500.0,112806.2,114430.0,274.93168169
2025-09-30T20:00:00+00:00,114430.0,114745.0,113837.4,113995.0,116.20387184
2025-10-01T00:00:00+00:00,113995.0,114560.5,113971.1,114225.1,111.54420972
2025-10-01T04:00:00+00:00,114225.1,114674.6,114164.7,114584.5,77.00055254
2025-10-01T08:00:00+00:00,114584.5,116774.1,114584.3,116774.1,348.84370702
2025-10-01T12:00:00+00:00,116774.1,117636.0,116408.1,117473.0,355.54778985
2025-10-01T16:00:00+00:00,117473.1,118200.0,116808.3,117473.4,430.02895408
2025-10-01T20:00:00+00:00,117473.4,118708.6,117214.8,118599.9,210.25219415
2025-10-02T00:00:00+00:00,118600.0,119453.7,118430.2,118776.8,505.40928209
2025-10-02T04:00:00+00:00,118776.8,118950.3,118344.4,118552.6,178.17738132
2025-10-02T08:00:00+00:00,118552.6,118940.6,118440.4,118800.1,108.45400546
2025-10-02T12:00:00+00:00,118800.1,119950.0,118650.0,119950.0,415.6811463
2025-10-02T16:00:00+00:00,119950.0,121008.9,119478.5,120900.0,551.06137634
2025-10-02T20:00:00+00:00,120900.0,120974.2,120168.6,120649.9,220.99022809
2025-10-03T00:00:00+00:00,120650.0,120650.0,119937.3,120322.6,167.50437453
2025-10-03T04:00:00+00:00,120322.6,120391.6,119740.2,119746.2,95.53868338
2025-10-03T08:00:00+00:00,119746.3,120558.5,119350.0,120448.6,244.13435418
2025-10-03T12:00:00+00:00,120448.6,122400.0,119999.9,122362.9,459.70956153
2025-10-03T16:00:00+00:00,122362.9,123930.9,121574.2,122756.3,885.50104881
2025-10-03T20:00:00+00:00,122756.3,122800.0,122087.2,122259.5,155.44019235
2025-10-04T00:00:00+00:00,122259.5,122336.4,121782.7,122318.9,87.44171888
2025-10-04T04:00:00+00:00,122320.0,122843.7,122319.9,122336.6,122.89238967
2025-10-04T08:00:00+00:00,122336.6,122599.8,122037.6,122055.1,78.98271824
2025-10-04T12:00:00+00:00,122055.1,122522.5,121793.2,121805.0,101.11756234
2025-10-04T16:00:00+00:00,121805.1,121989.1,121620.0,121944.3,115.68772977
2025-10-04T20:00:00+00:00,121944.3,122426.4,121944.3,122426.4,135.16069284
2025-10-05T00:00:00+00:00,122426.4,124321.0,122250.0,123812.6,368.67050448
2025-10-05T04:00:00+00:00,123812.6,125670.0,123812.5,124744.3,473.05948781
2025-10-05T08:00:00+00:00,124744.4,124846.7,122601.1,123501.2,391.0905997
2025-10-05T12:00:00+00:00,123501.2,123501.2,122777.6,122827.0,97.70561245
2025-10-05T16:00:00+00:00,122827.0,123448.7,122320.8,122586.3,147.35248265
2025-10-05T20:00:00+00:00,122586.3,123554.9,122556.9,123542.1,67.30933139
2025-10-06T00:00:00+00:00,123542.1,124308.6,123144.1,123921.1,175.26402692
2025-10-06T04:00:00+00:00,123921.2,124155.4,123397.9,123420.1,191.25042256
2025-10-06T08:00:00+00:00,123420.1,124537.8,123420.0,124285.5,145.2707171
2025-10-06T12:00:00+00:00,124285.5,125398.1,124285.4,125100.0,550.06014267
2025-10-06T16:00:00+00:00,125100.1,126198.1,124851.7,125450.0,885.9429609
2025-10-06T20:00:00+00:00,125450.0,125540.6,124650.0,124766.5,393.53083588
2025-10-07T00:00:00+00:00,124765.9,125106.1,124220.0,124386.1,281.80748588
2025-10-07T04:00:00+00:00,124386.0,124688.1,123700.0,123756.1,171.90098096
2025-10-07T08:00:00+00:00,123756.1,124573.1,123488.0,124573.1,229.22036814
2025-10-07T12:00:00+00:00,124573.1,125207.2,121298.6,121910.0,758.93918969
2025-10-07T16:00:00+00:00,121910.0,122116.4,120694.6,121704.3,442.54146321
2025-10-07T20:00:00+00:00,121704.3,122292.4,121392.0,121419.8,186.04538543
2025-10-08T00:00:00+00:00,121419.8,122262.0,121333.0,121407.0,182.73443724
2025-10-08T04:00:00+00:00,121407.0,121915.3,121104.2,121557.0,102.95275598
2025-10-08T08:00:00+00:00,121557.0,123200.0,121557.0,122896.6,176.81151846
2025-10-08T12:00:00+00:00,122896.6,123321.6,121704.8,122200.5,175.42028005
2025-10-08T16:00:00+00:00,122200.6,124150.0,122157.0,123492.1,298.31629808
2025-10-08T20:00:00+00:00,123492.1,123702.0,122871.5,123329.7,84.18074313
2025-10-09T00:00:00+00:00,123329.8,123342.0,121576.7,122060.1,120.96967888
2025-10-09T04:00:00+00:00,122060.1,122250.9,121850.0,121947.1,96.61228726
2025-10-09T08:00:00+00:00,121947.1,122877.8,121160.1,122810.4,360.11089259
2025-10-09T12:00:00+00:00,122810.4,123750.9,120751.1,121202.3,702.38534869
2025-10-09T16:00:00+00:00,121202.4,121484.6,119750.0,120993.5,519.85744679
2025-10-09T20:00:00+00:00,120993.6,121748.9,120928.4,121699.0,124.96072425
2025-10-10T00:00:00+00:00,121699.0,121897.0,121000.0,121161.9,82.32146474
2025-10-10T04:00:00+00:00,121162.0,121725.0,120935.3,120935.3,126.68245071
2025-10-10T08:00:00+00:00,120935.4,121735.0,120934.2,121589.9,94.92980744
2025-10-10T12:00:00+00:00,121589.9,122498.0,118568.6,119050.0,896.06506875
2025-10-10T16:00:00+00:00,119045.1,119488.2,116001.0,116632.6,1276.07666428
2025-10-10T20:00:00+00:00,116632.7,117700.0,100000.0,113000.1,3320.08772877
2025-10-11T00:00:00+00:00,113000.0,113423.0,111202.5,112475.4,480.7532132
2025-10-11T04:00:00+00:00,112475.5,113048.8,110275.4,110420.1,439.52781266
2025-10-11T08:00:00+00:00,110420.1,112447.2,110310.0,112293.1,586.68379724
2025-10-11T12:00:00+00:00,112293.1,112579.2,111997.9,111998.0,134.75552943
2025-10-11T16:00:00+00:00,111998.0,112230.0,111000.0,111280.0,220.47082882
2025-10-11T20:00:00+00:00,111280.0,111459.7,109760.0,110775.1,324.02192049
2025-10-12T00:00:00+00:00,110775.2,111391.8,109694.9,110795.9,204.05509277
2025-10-12T04:00:00+00:00,110796.0,112212.9,110795.8,111626.5,105.28659324
2025-10-12T08:00:00+00:00,111626.6,112103.2,111245.6,111857.9,147.55907205
2025-10-12T12:00:00+00:00,111857.9,113772.8,111250.0,113270.1,379.44570296
2025-10-12T16:00:00+00:00,113270.1,114707.8,113260.0,114423.6,581.49160814
2025-10-12T20:00:00+00:00,114423.6,115780.0,114386.0,115125.3,450.19640009
2025-10-13T00:00:00+00:00,115125.3,115977.7,114739.1,114930.1,314.06827007
2025-10-13T04:00:00+00:00,114930.1,115586.4,114555.1,115433.1,131.57541811
2025-10-13T08:00:00+00:00,115440.1,115465.8,113705.8,114313.1,212.20382538
2025-10-13T12:00:00+00:00,114313.1,115561.5,113988.2,114463.9,423.61246089
2025-10-13T16:00:00+00:00,114463.9,115975.4,114372.4,115891.1,337.86721973
2025-10-13T20:00:00+00:00,115891.1,115943.5,115140.0,115165.5,160.19647537
2025-10-14T00:00:00+00:00,115176.9,115457.2,113368.5,113580.7,258.42967339
2025-10-14T04:00:00+00:00,113580.7,113688.1,111447.4,111788.9,583.95036136
2025-10-14T08:00:00+00:00,111789.0,112201.0,110200.0,111400.1,358.46252522
2025-10-14T12:00:00+00:00,111400.1,112910.1,110000.0,112910.1,817.61360436
2025-10-14T16:00:00+00:00,112910.1,113592.3,111807.7,112727.3,543.95505275
2025-10-14T20:00:00+00:00,112727.4,113600.0,112315.6,113106.2,219.51654111
2025-10-15T00:00:00+00:00,113106.3,113600.0,111880.0,112089.6,119.43967302
2025-10-15T04:00:00+00:00,112089.6,112653.0,111834.5,112640.0,87.08662973
2025-10-15T08:00:00+00:00,112640.0,113538.2,111802.6,111979.3,168.7603209
2025-10-15T12:00:00+00:00,111979.3,112297.9,110397.9,110830.1,518.404522
2025-10-15T16:00:00+00:00,110830.1,111579.8,110252.0,111311.1,356.60085617
2025-10-15T20:00:00+00:00,111311.2,111579.8,110582.4,110781.9,311.68970061
2025-10-16T00:00:00+00:00,110781.9,111824.8,110422.5,111377.8,412.12743965
2025-10-16T04:00:00+00:00,111377.8,111706.1,110586.1,110601.2,158.10697777
2025-10-16T08:00:00+00:00,110601.3,111706.0,109620.8,111445.3,323.68560643
2025-10-16T12:00:00+00:00,111445.4,111950.0,108464.4,108601.0,792.66933308
2025-10-16T16:00:00+00:00,108601.1,109250.0,107497.4,108231.0,998.15427118
2025-10-16T20:00:00+00:00,108231.0,108443.6,107483.0,108182.3,296.68398418
2025-10-17T00:00:00+00:00,108182.3,109245.0,107950.1,109179.9,236.86029915
2025-10-17T04:00:00+00:00,109180.0,109200.0,105555.0,105555.0,769.81546106
2025-10-17T08:00:00+00:00,105555.1,106541.7,103583.2,105693.3,1035.59074831
2025-10-17T12:00:00+00:00,105693.3,106862.8,104577.0,106858.9,763.2057794
2025-10-17T16:00:00+00:00,106858.9,107493.8,106145.1,106480.1,423.69042765
2025-10-17T20:00:00+00:00,106495.2,107479.0,106400.0,106451.0,271.49083612
2025-10-18T00:00:00+00:00,106451.0,107339.9,106365.2,107139.9,163.21677815
2025-10-18T04:00:00+00:00,107139.9,107492.6,106521.4,106734.3,94.19309507
2025-10-18T08:00:00+00:00,106734.3,107273.4,106679.2,107252.1,78.41348321
2025-10-18T12:00:00+00:00,107252.2,107325.1,106840.2,106980.0,65.70132712
2025-10-18T16:00:00+00:00,106980.0,107083.0,106544.7,107083.0,56.01471662
2025-10-18T20:00:00+00:00,107083.0,107369.5,106928.7,107199.0,209.6743168
2025-10-19T00:00:00+00:00,107199.0,107332.7,106786.7,107316.6,60.40892719
2025-10-19T04:00:00+00:00,107316.7,107316.7,106630.1,106812.2,66.96342888
2025-10-19T08:00:00+00:00,106812.1,108204.3,106125.2,107820.1,391.62493973
2025-10-19T12:00:00+00:00,107821.9,108612.3,107453.3,108534.3,196.18611198
2025-10-19T16:00:00+00:00,108534.4,109444.0,108351.0,108969.9,268.84666047
2025-10-19T20:00:00+00:00,108970.0,109353.8,108548.0,108669.8,110.21790407
2025-10-20T00:00:00+00:00,108669.8,110499.0,107466.8,110193.8,234.78596849
2025-10-20T04:00:00+00:00,110193.8,111399.9,110003.6,111177.8,311.88419188
2025-10-20T08:00:00+00:00,111177.9,111640.0,110680.2,111035.2,200.75672912
2025-10-20T12:00:00+00:00,111035.2,111700.1,110626.5,111176.9,952.40932066
2025-10-20T16:00:00+00:00,111176.9,111310.2,109928.5,110887.8,510.94300418
2025-10-20T20:00:00+00:00,110887.8,111289.5,110452.6,110574.4,234.15687709
2025-10-21T00:00:00+00:00,110574.4,110574.4,109100.0,109108.2,266.1575465
2025-10-21T04:00:00+00:00,109108.3,109108.3,107500.0,108110.1,289.06734085
2025-10-21T08:00:00+00:00,108110.1,108810.1,107531.3,108615.2,108.07514631
2025-10-21T12:00:00+00:00,108615.2,113569.2,107906.0,113414.8,971.48197671
2025-10-21T16:00:00+00:00,113415.5,114000.0,111450.0,111871.1,496.62147592
2025-10-21T20:00:00+00:00,111871.2,111871.2,108165.5,108406.1,442.99135254
2025-10-22T00:00:00+00:00,108406.1,108682.4,107925.6,108207.0,257.9185762
2025-10-22T04:00:00+00:00,108207.0,108676.5,107726.6,108310.0,198.15125091
2025-10-22T08:00:00+00:00,108310.0,108386.3,106885.1,107601.3,231.19596587
2025-10-22T12:00:00+00:00,107601.3,109156.4,107455.8,108430.0,776.19256286
2025-10-22T16:00:00+00:00,108430.1,108738.1,107520.1,107814.0,472.80431295
2025-10-22T20:00:00+00:00,107814.0,108020.0,106717.0,107644.1,352.78038093
2025-10-23T00:00:00+00:00,107644.1,108732.7,107556.3,108389.8,161.83259531
2025-10-23T04:00:00+00:00,108389.9,110300.0,108389.8,109330.1,289.67190544
2025-10-23T08:00:00+00:00,109330.1,109907.8,109161.5,109269.0,228.45511819
2025-10-23T12:00:00+00:00,109269.0,110156.4,108710.3,109935.7,330.26033036
2025-10-23T16:00:00+00:00,109935.8,111296.0,109747.4,110266.3,431.98506755
2025-10-23T20:00:00+00:00,110266.4,110266.4,109364.9,110080.0,125.49904278
2025-10-24T00:00:00+00:00,110080.0,110800.0,110032.5,110439.9,73.39473762
2025-10-24T04:00:00+00:00,110440.0,111482.0,110408.0,111075.9,145.1129873
2025-10-24T08:00:00+00:00,111076.0,111485.0,110626.5,111050.2,128.73399613
2025-10-24T12:00:00+00:00,111050.2,112400.0,109757.8,110060.1,967.61438731
2025-10-24T16:00:00+00:00,110060.1,110947.0,109896.0,110641.9,179.94941915
2025-10-24T20:00:00+00:00,110642.0,111100.0,110528.9,111000.0,176.59969255
2025-10-25T00:00:00+00:00,111000.0,111225.0,110700.0,111095.0,56.86554955
2025-10-25T04:00:00+00:00,111095.1,111790.8,111094.0,111497.3,137.86909082
2025-10-25T08:00:00+00:00,111497.3,111794.2,111422.5,111600.0,77.8540009
2025-10-25T12:00:00+00:00,111600.0,111925.9,111366.1,111366.2,172.03711524
2025-10-25T16:00:00+00:00,111366.2,111720.1,111218.4,111619.6,87.4056463
2025-10-25T20:00:00+00:00,111619.6,111699.3,111360.8,111645.2,60.57782463
2025-10-26T00:00:00+00:00,111645.2,111915.0,111278.6,111278.6,246.54625212
2025-10-26T04:00:00+00:00,111278.7,111720.0,111274.3,111720.0,12.6334764
2025-10-26T08:00:00+00:00,111720.0,113387.9,111719.9,113276.5,201.08450597
2025-10-26T12:00:00+00:00,113276.5,113980.0,113276.5,113699.0,269.84482703
2025-10-26T16:00:00+00:00,113699.1,113740.4,113308.3,113599.9,98.37079099
2025-10-26T20:00:00+00:00,113599.9,115400.0,112928.8,114509.9,294.71828485
2025-10-27T00:00:00+00:00,114510.0,115400.0,114420.0,114960.5,189.71477965
2025-10-27T04:00:00+00:00,114960.5,116309.8,114960.4,115562.8,253.49150332
2025-10-27T08:00:00+00:00,115562.9,115562.9,114846.5,115370.1,200.31445338
2025-10-27T12:00:00+00:00,115370.1,115370.1,114541.1,114940.0,219.49413055
2025-10-27T16:00:00+00:00,114940.1,115786.1,114791.9,114883.2,195.42060049
2025-10-27T20:00:00+00:00,114883.3,114883.3,113801.4,114153.0,181.58718335
2025-10-28T00:00:00+00:00,114153.1,114497.5,113593.2,113923.5,87.82029355
2025-10-28T04:00:00+00:00,113923.6,114273.4,113565.4,114273.4,59.91499133
2025-10-28T08:00:00+00:00,114273.4,114619.6,114135.0,114333.0,105.50837703
2025-10-28T12:00:00+00:00,114333.0,116023.4,114160.0,114725.1,424.47211467
2025-10-28T16:00:00+00:00,114725.1,115586.2,113597.0,113683.5,356.72136187
2025-10-28T20:00:00+00:00,113683.6,113683.6,112278.2,112918.0,394.93434832
2025-10-29T00:00:00+00:00,112918.0,112918.0,112118.5,112550.0,152.2034108
2025-10-29T04:00:00+00:00,112550.0,113511.0,112549.9,113511.0,130.5263522
2025-10-29T08:00:00+00:00,113511.0,113601.0,112765.5,113187.5,76.92970316
2025-10-29T12:00:00+00:00,113187.5,113601.0,111450.0,111591.1,502.65179934
2025-10-29T16:00:00+00:00,111591.1,112044.4,109251.0,110675.6,994.56465273
2025-10-29T20:00:00+00:00,110675.6,111815.3,109818.3,110104.2,433.27247823
2025-10-30T00:00:00+00:00,110104.2,110982.7,109750.0,110744.5,227.83340697
2025-10-30T04:00:00+00:00,110761.0,111561.5,108000.0,111349.9,639.33706215
2025-10-30T08:00:00+00:00,111350.0,111374.7,109774.2,109789.9,182.86437754
2025-10-30T12:00:00+00:00,109789.9,109789.9,107342.4,107703.5,763.59135022
2025-10-30T16:00:00+00:00,107703.5,108210.0,106280.5,106477.7,529.80647188
2025-10-30T20:00:00+00:00,106477.7,108302.7,106312.5,108302.7,402.92749671
2025-10-31T00:00:00+00:00,108302.7,109995.8,108302.6,109101.0,166.56857332
